Name,Number,CP,HP,Move1,Move2,Height,Weight,Attack,Defence,Stamina,Total,Date,Form,Shiny,Level,Lucky,Trade
Vaporeon,134,2979,226,Water Gun,Hydro Pump,1.032468,24.921854,12,15,14,41,1480130621,0,0,38.000000,0,0

Cubone,104,280,62,Rock Smash,Bone Club,0.462440,9.203029,12,15,12,39,1541607203,0,1,10.000000,0,0

Hoothoot,163,126,57,Feint Attack,Sky Attack,0.791418,28.043465,13,2,5,20,1543480172,0,0,7.500000,0,0

Buneary,427,219,52,Pound,Swift,0.466655,7.943201,11,4,4,19,1544598501,0,0,7.000000,0,0

Pikachu,25,760,90,Thunder Shock,Surf,0.383267,5.448921,9,15,13,37,1543652421,0,1,30.000000,0,0

Chimchar,390,534,84,Scratch,Flame Charge,0.510743,6.436501,12,15,15,42,1546079125,0,0,20.000000,0,0

Wurmple,265,243,75,Tackle,Struggle,0.245425,2.628668,15,4,14,33,1539098407,0,0,16.000000,0,0

Meditite,307,532,83,Confusion,Low Sweep,0.578794,11.297014,7,13,12,32,1539517906,0,0,30.000000,0,0

Lanturn,171,463,108,Water Gun,Thunderbolt,0.917860,10.957529,0,9,3,12,1487323161,0,0,9.000000,0,0

Diglett,50,315,39,Metal Claw,Mud Bomb,0.218130,0.962965,13,5,0,18,1539522214,60,0,19.000000,0,0

Larvitar,246,720,106,Rock Smash,Stomp,0.578898,70.300926,4,5,13,22,1543786569,0,0,28.000000,0,0

Larvitar,246,713,99,Rock Smash,Ancient Power,0.628839,80.871582,7,10,6,23,1543655855,0,0,27.000000,0,0

Wurmple,265,63,38,Bug Bite,Struggle,0.357561,4.891361,7,4,5,16,1543478049,0,0,5.000000,0,0

Vaporeon,134,2658,213,Water Gun,Water Pulse,1.016708,31.663162,15,9,13,37,1539017957,0,0,31.000000,0,0

Grimer,88,774,121,Bite,Sludge Bomb,0.548651,25.866581,14,14,14,42,1545473994,74,0,20.000000,0,0

Snover,459,46,26,Powder Snow,Stomp,0.922066,53.907570,7,12,6,25,1545468314,0,0,2.000000,0,0

NidoranFemale,29,430,93,Poison Sting,Sludge Bomb,0.491748,11.194505,10,12,10,32,1545470579,0,0,20.000000,0,0

Kabuto,140,842,74,Scratch,Rock Tomb,0.376618,6.229715,7,10,15,32,1479772974,0,0,23.000000,0,0

Tauros,128,1467,114,Zen Headbutt,Horn Attack,1.243246,90.152161,15,11,11,37,1538756195,0,0,20.000000,0,0

Skitty,300,619,107,Tackle,Wild Charge,0.587369,10.978831,11,15,6,32,1540113421,0,0,33.000000,0,0

Poliwag,60,30,20,Bubble,Mud Bomb,0.682226,15.026422,4,5,4,13,1480382175,0,0,2.000000,0,0

Snorunt,361,494,90,Powder Snow,Avalanche,0.880048,23.173330,13,14,14,41,1545807101,0,0,20.000000,0,0

Shinx,403,493,85,Tackle,Discharge,0.524634,10.692959,14,14,15,43,1546242365,0,0,20.000000,0,0

NidoranFemale,29,448,94,Bite,Poison Fang,0.396915,6.273992,8,3,1,12,1545131215,0,0,23.000000,0,0

Abra,63,936,70,Zen Headbutt,Psyshock,0.895390,16.871656,7,15,10,32,1538933871,0,0,26.000000,0,1539946407366

Cleffa,173,363,87,Zen Headbutt,Psyshock,0.323944,3.379814,13,12,10,35,1545688217,0,0,20.000000,0,0

Chikorita,152,685,102,Tackle,Body Slam,0.996145,7.308931,3,15,14,32,1543656445,0,0,29.000000,0,0

Exeggcute,102,1034,126,Bullet Seed,Psychic,0.453212,2.680568,10,15,11,36,1539517933,0,0,35.000000,0,0

Houndour,228,929,97,Feint Attack,Dark Pulse,0.557169,10.447385,15,7,10,32,1540480471,0,0,28.000000,0,0

Mankey,56,852,91,Karate Chop,Low Sweep,0.459546,26.435711,10,13,12,35,1545372254,0,0,27.000000,0,0

Piplup,393,622,92,Bubble,Icy Wind,0.455238,7.280464,13,15,9,37,1541604065,0,0,21.000000,0,0

Machop,66,690,111,Rock Smash,Cross Chop,0.703087,15.738429,11,10,14,35,1545731600,0,0,20.000000,0,0

Surskit,283,533,95,Bug Bite,Bubble Beam,0.355087,0.905892,5,1,15,21,1543431973,0,0,28.000000,0,0

Dratini,147,560,79,Dragon Breath,Twister,1.938787,3.820938,5,1,0,6,1543668497,0,0,24.000000,0,0

Typhlosion,157,2819,155,Shadow Claw,Blast Burn,1.608672,66.832207,15,14,12,41,1540070576,0,0,39.000000,1,1540232136096

Magby,240,742,84,Karate Chop,Flame Burst,0.849565,35.864120,14,13,14,41,1545945460,0,0,20.000000,0,0

Victreebel,71,1353,121,Razor Leaf,Leaf Blade,1.796758,18.094484,12,12,14,38,1477303676,0,0,20.000000,0,0

Beldum,374,732,90,Take Down,Struggle,0.584166,80.164696,15,11,11,37,1540120841,0,0,27.000000,0,0

Cacnea,331,758,94,Poison Sting,Seed Bomb,0.419688,49.263718,0,15,8,23,1545143126,0,0,24.000000,0,0

Delibird,225,776,92,Present,Ice Punch,0.954815,16.747421,11,1,0,12,1545232348,0,0,29.000000,0,0

Diglett,50,371,45,Metal Claw,Rock Tomb,0.193749,0.847749,12,14,10,36,1541590171,60,0,20.000000,0,0

Jolteon,135,2712,137,Thunder Shock,Thunder,0.749793,26.973881,14,12,15,41,1479771290,0,0,36.500000,0,0

Pikachu,25,820,90,Quick Attack,Thunderbolt,0.391362,6.725991,14,15,10,39,1543151006,0,0,33.000000,0,1543512892681

Cubone,104,649,99,Mud Slap,Bulldoze,0.428478,7.251826,4,0,6,10,1541603996,0,0,27.000000,0,0

Aron,304,725,88,Metal Claw,Body Slam,0.490961,100.009331,14,12,11,37,1546259289,0,0,20.000000,0,0

NidoranMale,32,464,83,Poison Sting,Body Slam,0.563031,12.232637,13,11,10,34,1545580052,0,0,20.000000,0,0

Drifloon,425,663,132,Astonish,Shadow Ball,0.460733,1.506567,11,15,15,41,1546332195,0,0,20.000000,0,0

Hypno,97,1123,125,Zen Headbutt,Focus Blast,1.747466,87.461205,7,14,12,33,1541715978,0,0,20.000000,0,0

Aron,304,309,59,Tackle,Rock Tomb,0.493504,93.227493,10,6,12,28,1545114243,0,0,9.000000,0,0

Dragonite,149,601,71,Steel Wing,Draco Meteor,2.424998,255.582184,8,10,14,32,1543663521,0,1,6.000000,0,0

Eevee,133,570,93,Quick Attack,Swift,0.297087,6.859272,10,12,10,32,1545688461,0,0,20.000000,0,0

Stantler,234,1211,112,Tackle,Wild Charge,1.496230,70.691452,15,12,11,38,1487617357,0,0,20.000000,0,0

Cradily,346,1298,129,Acid,Bulldoze,1.845987,93.441490,13,15,11,39,1544361000,0,0,21.000000,0,0

Poliwag,60,510,88,Bubble,Bubble Beam,0.710091,17.399334,6,4,13,23,1482357633,0,0,25.000000,0,0

Snover,459,651,103,Ice Shard,Energy Ball,1.219499,81.937111,2,2,3,7,1545469763,0,0,24.000000,0,0

Kricketot,401,225,81,Bug Bite,Struggle,0.350972,2.926929,2,10,4,16,1543473567,0,0,27.000000,0,0

Wigglytuff,40,1305,205,Pound,Dazzling Gleam,0.935216,11.413537,7,15,12,34,1479941685,0,0,25.000000,0,0

Cacnea,331,619,87,Sucker Punch,Seed Bomb,0.429074,51.183720,4,13,13,30,1546273871,0,0,19.000000,0,0

Snorunt,361,56,30,Hex,Shadow Ball,0.750724,14.860905,9,3,3,15,1545338687,0,0,3.000000,0,0

Crawdaunt,342,2029,126,Snarl,Bubble Beam,1.223134,43.406944,9,11,13,33,1538030470,0,0,30.000000,0,0

Wailmer,320,805,173,Splash,Body Slam,1.572270,112.311172,14,10,13,37,1546258191,0,0,20.000000,0,0

Houndoom,229,1715,124,Snarl,Foul Play,1.495021,44.653316,14,15,13,42,1487452030,0,0,23.000000,1,1538136591789

Nosepass,299,532,66,Spark ,Rock Slide,0.976201,97.514473,11,15,10,36,1546424800,0,0,20.000000,0,0

Beldum,374,539,79,Take Down,Struggle,0.642104,110.094490,14,10,13,37,1546242083,0,0,20.000000,0,0

Sneasel,215,1139,95,Feint Attack,Foul Play,0.971071,31.685268,10,15,14,39,1542368580,0,0,20.000000,0,0

Mudkip,258,336,67,Tackle,Sludge,0.442827,9.188963,4,8,8,20,1545895927,0,0,12.000000,0,0

Snover,459,508,86,Ice Shard,Energy Ball,1.165740,76.720291,7,15,2,24,1545339884,0,0,17.000000,0,0

Houndour,228,589,72,Feint Attack,Crunch,0.653098,12.709429,12,15,0,27,1541716395,0,0,18.000000,0,0

Gengar,94,1609,100,Lick,Psychic,1.802683,56.954453,14,11,13,38,1541239558,0,0,20.000000,0,0

Skorupi,451,599,83,Poison Sting,Sludge Bomb,0.668117,8.920544,4,13,7,24,1546343589,0,0,24.000000,0,0

Geodude,74,712,77,Rock Throw,Rock Slide,0.358587,15.020836,13,14,10,37,1538818203,68,0,20.000000,0,0

Armaldo,348,2418,137,Fury Cutter,Cross Poison,1.432629,66.688301,15,15,5,35,1542898433,0,0,31.000000,0,0

Shinx,403,485,83,Tackle,Swift,0.499745,8.033876,14,13,12,39,1546343514,0,0,20.000000,0,0

Pikachu,25,528,77,Quick Attack,Wild Charge,0.449751,8.706402,15,2,15,32,1540328026,0,0,21.000000,0,0

Geodude,74,720,78,Volt Switch,Rock Slide,0.341298,15.323571,14,13,12,39,1546331952,68,0,20.000000,0,0

Tangela,114,1252,106,Vine Whip,Solar Beam,0.840552,18.727934,12,13,15,40,1539715411,0,0,20.000000,0,0

Dratini,147,544,79,Iron Tail,Twister,1.542446,2.613031,12,11,12,35,1546425294,0,0,20.000000,0,0

Wynaut,360,284,136,Splash,Mirror Coat,0.600392,15.667170,12,13,12,37,1542203159,0,0,20.000000,0,0

Slowbro,80,1426,135,Confusion,Psychic,1.804330,98.008469,15,11,11,37,1477651985,0,0,20.000000,0,0

Croagunk,453,12,13,Poison Sting,Sludge Bomb,0.704735,24.718922,8,13,13,34,1545290113,0,0,1.000000,0,0

Flygon,330,1499,121,Mud Shot,Stone Edge,2.044234,83.543198,13,14,14,41,1538498755,0,0,20.000000,0,0

Chikorita,152,737,97,Tackle,Body Slam,0.772257,5.839618,14,12,7,33,1543660197,0,0,29.000000,0,0

Shedinja,292,150,10,Shadow Claw,Shadow Sneak,0.764742,1.179133,15,13,12,40,1541143890,0,0,7.000000,0,0

Pidgeotto,17,679,108,Wing Attack,Twister,1.048904,29.342394,5,4,9,18,1544257707,0,0,23.000000,0,0

Wurmple,265,120,53,Bug Bite,Struggle,0.298839,3.291212,14,6,15,35,1540812662,0,0,8.000000,0,0

Volbeat,313,392,65,Tackle,Signal Beam,0.645544,16.913631,6,0,1,7,1542977558,0,0,9.000000,0,0

Phanpy,231,471,111,Tackle,Bulldoze,0.472749,27.321747,6,15,8,29,1544598275,0,0,15.000000,0,0

Misdreavus,200,1585,122,Hex,Shadow Sneak,0.769801,1.296230,12,10,12,34,1541349991,0,0,30.000000,0,1541689608982

Starmie,121,1458,100,Water Gun,Hydro Pump,1.127290,89.291878,14,13,14,41,1479931960,0,0,20.000000,0,0

Beldum,374,691,92,Take Down,Struggle,0.555218,70.398758,3,9,9,21,1540119556,0,1,29.000000,0,0

Anorith,347,1216,100,Scratch,Aqua Jet,0.819765,15.473759,11,5,8,24,1542907641,0,0,31.000000,0,0

Cyndaquil,155,275,54,Tackle,Swift,0.512191,6.678430,3,6,0,9,1541850033,0,1,12.000000,0,0

NidoranFemale,29,530,104,Bite,Body Slam,0.396426,6.260777,10,15,14,39,1538209775,0,0,24.000000,0,1540996984703

Porygon,137,970,105,Charge Beam,Zap Cannon,0.796846,31.904408,15,13,13,41,1538335531,0,0,20.000000,0,0

Gengar,94,2498,125,Hex,Shadow Ball,1.369847,26.027115,15,12,14,41,1479936086,0,0,31.500000,0,0

Electrike,309,805,98,Spark ,Swift,0.461752,12.964758,15,10,15,40,1540647105,0,0,30.000000,0,0

Swinub,220,559,102,Powder Snow,Body Slam,0.400215,6.388494,11,11,6,28,1487531866,0,0,29.000000,0,0

Aron,304,975,105,Metal Claw,Rock Tomb,0.373468,49.617798,14,7,15,36,1540933798,0,0,27.000000,0,1541690643223

Poochyena,261,443,80,Tackle,Poison Fang,0.508714,11.631668,10,8,7,25,1541670911,0,0,26.000000,0,0

Beldum,374,608,82,Take Down,Struggle,0.605386,94.329910,14,10,8,32,1540116960,0,1,23.000000,0,0

Poliwag,60,466,78,Bubble,Bubble Beam,0.597332,9.482883,15,14,12,41,1487753987,0,0,20.000000,0,0

Chimchar,390,556,89,Scratch,Flame Charge,0.482701,5.618674,5,9,12,26,1544344190,0,0,23.000000,0,0

Stantler,234,1214,112,Tackle,Megahorn,1.286568,62.703991,15,12,12,39,1487606704,0,0,20.000000,0,0

Gligar,207,1258,117,Wing Attack,Night Slash,0.856467,45.092392,10,9,13,32,1540413367,0,0,25.000000,0,0

Trapinch,328,370,59,Struggle Bug,Sand Tomb,0.671480,12.517116,15,7,6,28,1540070107,0,0,11.000000,0,0

Hypno,97,1624,150,Confusion,Psychic,1.875581,110.106987,12,11,15,38,1538809812,0,0,28.000000,0,0

Buizel,418,577,95,Water Gun,Aqua Jet,0.711051,31.098434,12,12,14,38,1542899187,0,0,20.000000,0,0

Linoone,264,914,118,Shadow Claw,Dig,0.437635,20.709633,11,13,13,37,1538407258,0,0,20.000000,0,0

Snorunt,361,366,80,Hex,Shadow Ball,0.725971,19.343727,7,10,14,31,1546078909,0,0,16.000000,0,0

Togepi,175,352,74,Hidden Power,Ancient Power,0.308567,1.143444,11,12,14,37,1545945460,0,0,20.000000,0,0

Poochyena,261,373,74,Tackle,Dig,0.531080,14.481600,14,12,13,39,1544958530,0,0,20.000000,0,0

Teddiursa,216,1070,122,Scratch,Cross Chop,0.634157,7.976127,6,8,9,23,1540112059,0,0,33.000000,0,0

Porygon,137,723,91,Charge Beam,Solar Beam,0.672504,21.966776,14,12,14,40,1544656794,0,0,15.000000,0,0

Trapinch,328,704,83,Mud Shot,Crunch,0.648615,11.862118,12,14,12,38,1546260739,0,0,20.000000,0,0

Nosepass,299,867,86,Spark ,Rock Slide,0.970285,88.967361,12,12,13,37,1538376539,0,0,34.000000,0,0

Bagon,371,648,85,Bite,Crunch,0.545712,41.921909,15,11,15,41,1541854560,0,0,20.000000,0,0

Staraptor,398,1598,125,Wing Attack,Close Combat,1.076233,19.317024,15,14,12,41,1541717781,0,0,20.000000,0,0

Gastly,92,658,68,Lick,Night Shade,1.467779,0.120089,11,10,12,33,1545475711,0,0,20.000000,0,0

Wynaut,360,300,136,Counter,Mirror Coat,0.551600,9.921865,15,13,12,40,1546247826,0,0,20.000000,0,0

Gloom,44,608,79,Acid,Petal Blizzard,0.754007,6.353385,7,9,5,21,1540069569,0,0,14.000000,0,0

Snorlax,143,1820,205,Lick,Hyper Beam,1.743406,373.816772,15,11,14,40,1540143645,0,0,20.000000,0,0

Teddiursa,216,485,83,Scratch,Crunch,0.536552,5.573541,5,11,13,29,1541428696,0,0,14.000000,0,0

Pineco,204,616,89,Bug Bite,Sand Tomb,0.710970,9.480818,13,15,12,40,1546349197,0,0,20.000000,0,0

Mewtwo,150,2341,134,Confusion,Flamethrower,1.714312,95.966393,14,12,11,37,1539271748,0,0,20.000000,0,0

Donphan,232,1695,131,Tackle,Heavy Slam,1.190344,149.382111,13,14,13,40,1487643466,0,0,20.000000,0,0

Shinx,403,485,82,Spark ,Swift,0.533732,9.812969,14,14,10,38,1546595319,0,0,20.000000,0,0

Jynx,124,572,66,Confusion,Draining Kiss,1.234997,29.869070,15,13,15,43,1545215422,0,0,8.000000,0,0

Starmie,121,1979,120,Water Gun,Psychic,0.961061,49.136433,7,12,15,34,1480425895,0,0,28.000000,0,0

Raichu,26,1268,100,Spark ,Psychic,0.733462,28.371988,10,14,14,38,1543654701,50,0,20.000000,0,0

Lickitung,108,222,71,Zen Headbutt,Power Whip,1.343380,82.435562,10,14,15,39,1545129784,0,0,6.000000,0,0

Exeggutor,103,1663,137,Confusion,Seed Bomb,2.048788,123.292084,10,11,14,35,1476746222,0,0,20.000000,0,0

Mankey,56,588,78,Karate Chop,Cross Chop,0.559368,37.863125,11,7,14,32,1541715102,0,0,19.000000,0,0

Pichu,172,256,58,Thunder Shock,Thunder Punch,0.336929,2.685717,11,15,13,39,1545945460,0,1,20.000000,0,0

Tyranitar,248,3024,169,Smack Down,Stone Edge,2.300633,285.429504,13,12,15,40,1540113862,0,0,28.000000,0,0

Carvanha,318,302,58,Bite,Aqua Jet,0.810201,21.854616,15,13,4,32,1543499118,0,0,11.000000,0,0

Venusaur,3,1551,123,Vine Whip,Petal Blizzard,2.101788,115.445381,9,10,11,30,1477335343,0,0,21.000000,0,0

Bellsprout,69,672,96,Acid,Power Whip,0.766976,4.013863,5,15,7,27,1540071442,0,0,25.000000,0,0

Meditite,307,442,70,Confusion,Low Sweep,0.659467,15.054644,12,1,2,15,1542303774,0,0,26.000000,0,0

Croagunk,453,515,87,PoisonJab,Sludge Bomb,0.651237,22.284822,10,14,12,36,1546349197,0,0,20.000000,0,0

Houndour,228,782,91,Feint Attack,Flamethrower,0.629119,10.355545,5,8,9,22,1541238785,0,0,25.000000,0,0

Umbreon,197,479,86,Feint Attack,Foul Play,0.978220,25.732370,15,13,15,43,1502897897,0,0,8.000000,0,0

Sandshrew,27,718,89,Powder Snow,Night Slash,0.722392,40.904762,12,15,13,40,1541845423,52,0,20.000000,0,0

Azurill,298,190,90,Bubble,Bubble Beam,0.193813,1.701695,12,10,15,37,1546454264,0,0,20.000000,0,0

Rhyhorn,111,1368,149,Rock Smash,Stomp,0.843337,71.880898,14,8,14,36,1540276753,0,0,30.000000,0,0

Cloyster,91,1411,87,Ice Shard,Avalanche,1.707406,189.536026,14,10,10,34,1541608310,0,0,20.000000,0,0

Persian,53,991,105,Scratch,Dark Pulse,0.980640,20.331068,13,13,14,40,1540308395,66,0,20.000000,0,0

Shuckle,213,194,59,Rock Throw,Gyro Ball,0.565633,17.352243,10,10,15,35,1546329669,0,0,20.000000,0,0

Ampharos,181,1625,132,Charge Beam,Dragon Pulse,1.451854,54.593693,15,14,15,44,1542900355,0,0,20.000000,0,0

Piplup,393,581,92,Bubble,Drill Peck,0.367150,4.837358,10,5,9,24,1543779190,0,0,21.000000,0,0

Tyrogue,236,263,75,Rock Smash,Rock Slide,0.739475,23.280588,11,13,15,39,1546357468,0,0,20.000000,0,0

Vulpix,37,482,75,Powder Snow,Dark Pulse,0.653101,13.511568,13,12,11,36,1540121012,56,0,20.000000,0,0

Venonat,48,581,104,Bug Bite,Psybeam,0.900203,30.986025,4,14,8,26,1541714817,0,0,23.000000,0,0

Steelix,208,1372,117,Dragon Tail,Heavy Slam,9.086172,336.863922,15,12,15,42,1480517457,0,0,20.000000,0,0

Ditto,132,536,93,Transform,Struggle,0.269439,3.236432,5,15,3,23,1538060824,0,0,26.000000,0,0

Charizard,6,2669,154,Wing Attack,Flamethrower,2.095811,122.676826,9,15,14,38,1483129433,0,0,36.500000,0,0

Swellow,277,1214,107,Steel Wing,Brave Bird,0.724075,23.331762,10,13,13,36,1539519861,0,0,23.000000,0,0

Eevee,133,591,93,Tackle,Swift,0.248443,3.140767,13,14,11,38,1546537413,0,0,20.000000,0,0

Murkrow,198,983,107,Peck,Dark Pulse,0.511478,1.986875,9,14,13,36,1540991750,0,0,23.000000,0,0

Snover,459,515,86,Ice Shard,Stomp,1.165428,68.119431,15,15,6,36,1545338364,0,0,16.000000,0,0

Wurmple,265,275,83,Bug Bite,Struggle,0.338675,4.697902,5,8,11,24,1541843856,0,0,20.000000,0,0

Marowak,105,1412,120,Rock Smash,Bone Club,0.841223,32.974514,5,15,12,32,1541614292,0,0,29.000000,0,0

Tentacool,72,661,89,Poison Sting,Bubble Beam,0.789048,39.027569,4,3,11,18,1542907779,0,0,26.000000,0,0

Snorunt,361,121,44,Hex,Avalanche,0.734244,16.535830,7,1,3,11,1545895225,0,0,6.000000,0,0

Eevee,133,446,82,Quick Attack,Dig,0.275073,6.130787,13,13,14,40,1544077492,0,0,15.000000,0,0

Eevee,133,718,107,Quick Attack,Dig,0.275107,5.138545,2,7,6,15,1543594478,0,0,28.000000,0,0

Wynaut,360,280,137,Splash,Mirror Coat,0.741131,21.885998,11,13,14,38,1545470335,0,0,20.000000,0,0

Roselia,315,1511,106,Razor Leaf,Sludge Bomb,0.291245,2.341478,11,6,8,25,1543478668,0,0,31.000000,0,0

Gloom,44,1228,112,Acid,Petal Blizzard,0.764171,7.394188,10,7,4,21,1537802836,0,0,28.000000,0,0

Charmander,4,555,78,Scratch,Flamethrower,0.668274,10.462502,15,14,14,43,1546257688,0,0,20.000000,0,0

Marowak,105,1117,105,Mud Slap,Bone Club,0.946631,40.868515,6,2,6,14,1480079223,0,0,24.000000,0,0

Misdreavus,200,1063,99,Hex,Dark Pulse,0.714643,0.806786,13,10,12,35,1542908815,0,0,20.000000,0,0

Vaporeon,134,2984,225,Water Gun,Hydro Pump,1.103487,39.406834,15,12,12,39,1476443284,0,0,38.000000,0,0

Nidoqueen,31,1477,135,Bite,Stone Edge,1.406920,63.481438,15,12,14,41,1476477994,0,0,21.000000,0,0

Nincada,290,304,58,Bug Bite,Bug Buzz,0.408195,3.735024,10,14,10,34,1541714887,0,0,15.000000,0,0

Vulpix,37,481,77,Zen Headbutt,Ice Beam,0.611490,11.930107,12,12,13,37,1540400561,56,0,20.000000,0,0

Snover,459,716,101,Powder Snow,Stomp,1.008311,51.171673,12,7,0,19,1545339400,0,0,24.000000,0,0

Houndoom,229,2143,138,Snarl,Foul Play,1.554585,41.893417,13,15,11,39,1541240439,0,0,29.000000,0,0

Lugia,249,2101,148,Dragon Tail,Futuresight,5.236871,164.407166,15,12,14,41,1544865169,0,0,20.000000,0,0

Tyrogue,236,268,72,Tackle,Rock Slide,0.612956,18.350121,13,14,11,38,1537692029,0,0,20.000000,0,0

Sneasel,215,689,76,Ice Shard,Foul Play,0.938563,35.268818,2,7,12,21,1545514372,0,0,13.000000,0,0

Spoink,325,983,117,Splash,Psybeam,0.744390,31.903770,5,9,8,22,1539515889,0,0,29.000000,0,0

Turtwig,387,777,102,Tackle,Energy Ball,0.418706,12.566213,15,7,11,33,1541980161,0,0,24.000000,0,1542019385652

Sandshrew,27,718,90,Powder Snow,Blizzard,0.580963,20.043709,11,15,15,41,1545470335,52,0,20.000000,0,0

Pineco,204,461,78,Tackle,Gyro Ball,0.528316,7.108404,14,10,14,38,1541429101,0,0,15.000000,0,0

Drifloon,425,264,82,Hex,Shadow Ball,0.425956,1.213105,13,15,12,40,1540415078,0,0,8.000000,0,0

Roselia,315,1482,102,Razor Leaf,Dazzling Gleam,0.234564,1.121531,15,11,6,32,1538481709,0,0,29.000000,0,0

Cloyster,91,1423,89,Frost Breath,Icy Wind,1.391522,116.408951,13,12,13,38,1480243575,0,0,20.000000,0,0

Machamp,68,2880,170,Bullet Punch,Dynamic Punch,1.472779,135.235901,15,13,14,42,1540633948,0,0,36.500000,0,1540995374172

Totodile,158,75,32,Scratch,Crunch,0.678872,12.336835,3,11,14,28,1543479473,0,0,3.000000,0,0

Abra,63,744,63,Charge Beam,Shadow Ball,1.211850,40.417892,13,13,13,39,1545503228,0,0,20.000000,0,0

Magby,240,740,84,Karate Chop,Fire Punch,0.561698,13.130658,15,11,14,40,1545945460,0,0,20.000000,0,0

Gengar,94,1602,100,Lick,Psychic,1.294169,26.140764,12,12,13,37,1541241318,0,1,20.000000,0,0

Alakazam,65,2898,125,Confusion,Psychic,1.536525,45.665722,12,10,15,37,1477651985,0,0,38.000000,0,0

Slowpoke,79,809,151,Confusion,Water Pulse,1.234196,39.610435,0,11,11,22,1539273043,0,0,27.000000,0,0

Shedinja,292,155,10,Shadow Claw,Shadow Sneak,0.860988,1.191748,15,12,13,40,1543559475,0,0,0.000000,0,0

Gastly,92,498,57,Astonish,Sludge Bomb,1.074084,0.068654,12,12,10,34,1545982425,0,0,15.000000,0,0

Azurill,298,186,90,Splash,Body Slam,0.203416,2.099250,10,14,15,39,1546247826,0,0,20.000000,0,0

Delibird,225,43,23,Present,Ice Punch,0.903797,16.831085,12,1,12,25,1546356432,0,1,2.000000,0,0

Squirtle,7,526,81,Tackle,Water Pulse,0.467937,8.401769,14,15,10,39,1545578086,0,0,20.000000,0,0

Buneary,427,1041,117,Quick Attack,Swift,0.428018,6.076866,8,7,10,25,1540120983,0,0,34.000000,0,0

Snorunt,361,135,46,Hex,Icy Wind,0.717379,17.951145,15,4,7,26,1545340069,0,0,6.000000,0,0

Vaporeon,134,2622,208,Water Gun,Aqua Tail,1.094265,30.231604,15,13,8,36,1480070332,0,0,30.000000,0,0

Magneton,82,1423,89,Thunder Shock,Discharge,1.137303,8.116776,8,15,10,33,1470502446,0,0,21.000000,0,0

Togepi,175,352,72,Hidden Power,Ancient Power,0.352112,2.079138,12,12,11,35,1543574522,0,0,20.000000,0,0

Doduo,84,741,82,Quick Attack,Drill Peck,1.166040,35.645851,2,10,15,27,1538116011,0,0,24.000000,0,0

Drifblim,426,1677,220,Astonish,Ominous Wind,1.016329,8.487549,9,11,12,32,1540903436,0,1,26.000000,0,0

Shinx,403,494,85,Tackle,Swift,0.529827,11.412918,15,13,15,43,1541583855,0,0,20.000000,0,0

Nincada,290,307,60,Bug Bite,Night Slash,0.558280,6.331459,11,11,12,34,1541603707,0,0,15.000000,0,0

Cyndaquil,155,437,67,Ember,Swift,0.498687,6.643110,10,5,1,16,1541846144,0,1,18.000000,0,0

Rapidash,78,2021,125,Fire Spin,Drill Run,1.527928,102.383087,7,6,5,18,1541618839,0,0,33.000000,0,0

Cyndaquil,155,734,92,Ember,Swift,0.596502,10.841876,13,12,15,40,1541850597,0,0,27.000000,0,1542019859850

Grimer,88,572,104,Mud Slap,Sludge,0.847318,25.260105,7,3,0,10,1545130658,73,0,17.000000,0,0

Rhyhorn,111,1109,131,Rock Smash,Bulldoze,1.128709,170.143234,15,12,11,38,1545513620,0,0,24.000000,0,0

Machamp,68,2073,146,Karate Chop,Cross Chop,1.413388,93.199730,10,12,14,36,1476446706,0,0,24.500000,0,0

Diglett,50,363,45,Metal Claw,Dig,0.193957,0.944839,12,10,10,32,1540308637,60,0,20.000000,0,0

Snorunt,361,80,38,Powder Snow,Icy Wind,0.625147,11.835637,2,14,12,28,1546098512,0,0,4.000000,0,0

Snover,459,786,115,Ice Shard,Ice Beam,0.852362,37.729126,11,2,14,27,1545339331,0,0,26.000000,0,0

Cleffa,173,375,90,Pound,Psyshock,0.327887,3.117431,15,11,15,41,1540221682,0,0,20.000000,0,0

Igglybuff,174,305,132,Feint Attack,Wild Charge,0.251829,0.755621,15,15,14,44,1546427287,0,0,20.000000,0,0

Aerodactyl,142,1190,105,Bite,Hyper Beam,1.438884,35.261578,15,15,14,44,1542587569,0,0,15.000000,0,1543513231439

Kangaskhan,115,1541,152,Low Kick,Stomp,2.120218,47.672050,1,14,5,20,1481916610,0,0,23.000000,0,0

Mudkip,258,634,87,Water Gun,Dig,0.377395,7.739250,15,15,10,40,1540123013,0,0,20.000000,0,0

Haunter,93,931,76,Astonish,Shadow Punch,1.369254,0.046604,0,0,0,0,1540394534,0,0,20.000000,0,0

Dewgong,87,1129,132,Iron Tail,Aurora Beam,1.626782,116.617577,15,14,14,43,1487978963,0,0,20.000000,0,0

Pikachu,25,651,76,Quick Attack,Discharge,0.315772,3.442660,14,15,1,30,1482919863,0,0,26.000000,0,0

